license_,avg_violations,times_inspected
28853.0,8.0,1.0
2658781.0,1.0,1.0
2517172.0,0.0,1.0
2652875.0,3.0,3.0
2202828.0,13.0,2.0
2678185.0,0.0,1.0
2328517.0,2.75,4.0
51686.0,4.0,2.0
2663812.0,0.0,1.0
1476091.0,9.0,1.0
59230.0,6.0,1.0
2670355.0,0.0,1.0
1845744.0,4.666666666666667,3.0
2385539.0,2.6666666666666665,3.0
2386062.0,4.0,3.0
2560031.0,7.0,1.0
2304443.0,8.0,1.0
2102697.0,8.0,1.0
2671297.0,3.0,2.0
2215768.0,10.0,1.0
2278549.0,5.0,1.0
2152021.0,0.0,1.0
2138021.0,0.0,1.0
1042702.0,0.0,1.0
2158051.0,8.0,1.0
2579333.0,0.0,2.0
2677311.0,4.0,1.0
2437677.0,4.0,1.0
2379582.0,10.0,1.0
1478565.0,5.0,1.0
2506989.0,2.0,3.0
2600676.0,3.0,1.0
2163841.0,4.0,1.0
48878.0,5.5,2.0
2216124.0,3.0,1.0
40718.0,0.0,1.0
2283660.0,2.0,1.0
2428020.0,12.0,1.0
2684305.0,4.0,1.0
2684038.0,4.333333333333333,3.0
2510890.0,8.0,1.0
39845.0,10.666666666666666,3.0
1909520.0,4.0,2.0
14431.0,2.0,1.0
2578895.0,7.0,1.0
2418971.0,7.0,1.0
2608427.0,0.0,1.0
2411336.0,1.0,2.0
2215550.0,4.0,2.0
2423649.0,8.0,1.0
2205578.0,6.0,1.0
2647156.0,4.25,4.0
2684533.0,0.0,1.0
1675893.0,0.0,2.0
82246.0,0.0,1.0
2501133.0,0.0,1.0
1980748.0,0.0,1.0
2631164.0,6.5,2.0
2235049.0,0.0,1.0
2496273.0,4.0,2.0
2215997.0,1.0,1.0
34210.0,2.0,2.0
1476348.0,13.0,1.0
1272041.0,3.0,1.0
1044752.0,7.5,4.0
2411733.0,3.0,1.0
1358636.0,5.0,2.0
2529235.0,7.0,1.0
1742764.0,8.0,1.0
1726.0,3.5,2.0
1678043.0,3.3333333333333335,3.0
1980425.0,2.0,2.0
82243.0,1.0,1.0
2641863.0,8.5,4.0
11562.0,5.0,1.0
2333839.0,0.0,1.0
1336669.0,9.0,1.0
2646382.0,6.0,3.0
2517018.0,8.0,1.0
1495623.0,2.3333333333333335,3.0
2501366.0,10.0,1.0
39851.0,11.666666666666666,3.0
2487849.0,1.0,1.0
2246884.0,4.0,1.0
2093910.0,3.0,1.0
2636662.0,11.5,2.0
37708.0,15.0,1.0
40429.0,3.0,1.0
2215692.0,2.0,1.0
2621867.0,10.0,1.0
2031732.0,0.0,1.0
2429193.0,2.0,1.0
2641464.0,1.0,1.0
43079.0,5.5,2.0
2559648.0,14.0,1.0
2458056.0,2.0,1.0
2522463.0,3.0,1.0
2269773.0,0.0,1.0
2511905.0,0.0,1.0
2535929.0,2.3333333333333335,3.0
1997591.0,13.0,2.0
31294.0,6.5,2.0
41243.0,0.6666666666666666,3.0
42683.0,13.5,2.0
67265.0,0.0,1.0
2641233.0,1.0,2.0
68304.0,5.0,1.0
48870.0,9.6,5.0
2288900.0,6.5,2.0
2678156.0,1.0,1.0
2501352.0,8.5,2.0
2437509.0,10.0,1.0
2289531.0,3.0,1.0
2559559.0,4.0,2.0
2670533.0,0.0,1.0
2517808.0,4.0,1.0
2684389.0,2.0,1.0
2477302.0,3.5,2.0
2326536.0,4.0,1.0
2517585.0,6.0,4.0
2684104.0,7.0,1.0
1196305.0,10.0,1.0
1494999.0,5.0,1.0
2252317.0,11.0,1.0
1591726.0,8.0,1.0
2671261.0,8.0,2.0
28299.0,3.0,1.0
2446407.0,13.0,3.0
19347.0,6.0,1.0
2263913.0,11.0,1.0
2658575.0,0.0,1.0
83345.0,6.25,4.0
2004462.0,5.0,1.0
2589825.0,9.0,1.0
2677435.0,0.0,1.0
2684203.0,18.0,1.0
2418239.0,0.0,1.0
2458798.0,0.0,1.0
2309123.0,4.25,4.0
21262.0,2.0,2.0
2511272.0,1.5,2.0
2522423.0,5.0,1.0
2658572.0,0.0,1.0
2528265.0,7.0,1.0
1304245.0,4.0,1.0
1470.0,5.666666666666667,3.0
2517778.0,0.0,1.0
2469775.0,0.0,1.0
2684167.0,6.0,1.0
2646916.0,0.75,4.0
2641757.0,1.6666666666666667,3.0
2677553.0,4.0,2.0
6539.0,2.0,1.0
38483.0,4.0,1.0
2670676.0,11.0,1.0
1822499.0,6.0,1.0
2368906.0,0.0,1.0
2684331.0,4.0,2.0
2031962.0,1.5,2.0
1646219.0,17.0,1.0
1044933.0,3.0,1.0
2368811.0,4.0,1.0
2642004.0,3.0,4.0
2658568.0,3.0,1.0
2368877.0,7.0,1.0
2380171.0,15.0,2.0
2897.0,5.0,1.0
1122751.0,1.25,4.0
79650.0,1.0,1.0
2658570.0,0.0,1.0
2658569.0,0.0,1.0
2549692.0,6.0,1.0
2433121.0,7.0,1.0
2470284.0,3.0,2.0
1963533.0,2.0,1.0
2652664.0,4.666666666666667,3.0
2658573.0,0.0,1.0
2293013.0,9.0,1.0
1916161.0,4.0,2.0
2684074.0,3.0,1.0
2574400.0,4.666666666666667,3.0
2245884.0,5.0,1.0
1899278.0,6.0,1.0
2368572.0,3.5,2.0
1047362.0,7.0,1.0
2469387.0,4.0,1.0
2437279.0,14.0,1.0
2437850.0,12.5,2.0
1801885.0,4.0,2.0
2452122.0,3.8,5.0
2626563.0,1.5,2.0
2671125.0,1.0,2.0
2221641.0,4.0,1.0
2419371.0,8.0,1.0
2289511.0,3.0,1.0
1616423.0,4.0,1.0
2631070.0,3.0,3.0
2437682.0,3.0,2.0
2348814.0,6.0,1.0
2512007.0,1.0,1.0
43276.0,1.0,1.0
2385635.0,4.0,1.0
2428508.0,3.0,1.0
2129489.0,4.0,3.0
2423902.0,11.2,5.0
2684263.0,4.0,1.0
2646493.0,1.5,2.0
2684097.0,0.0,1.0
2658456.0,5.0,2.0
2432389.0,0.0,2.0
2013410.0,5.0,2.0
2308079.0,5.5,2.0
2437640.0,11.5,2.0
1491467.0,0.0,1.0
1094878.0,4.5,2.0
1676771.0,2.0,1.0
2348658.0,0.0,1.0
2683476.0,5.0,1.0
2622236.0,2.0,2.0
2292935.0,3.5,2.0
1227055.0,4.666666666666667,3.0
2609722.0,0.5,2.0
2641447.0,7.666666666666667,3.0
2048785.0,3.5,2.0
2348486.0,8.0,1.0
2163614.0,5.0,1.0
2659155.0,8.0,1.0
1593122.0,9.5,2.0
2340941.0,0.0,1.0
2064527.0,0.0,1.0
1681500.0,0.0,1.0
2476940.0,8.0,1.0
1196614.0,0.0,2.0
1649503.0,5.333333333333333,3.0
2671810.0,1.0,1.0
2021498.0,7.0,1.0
2252378.0,4.666666666666667,3.0
1300087.0,1.0,1.0
2231826.0,5.5,2.0
2601831.0,2.0,2.0
77262.0,2.0,1.0
2404807.0,6.0,1.0
37803.0,8.0,2.0
1247283.0,10.0,1.0
2522539.0,1.0,1.0
47165.0,10.5,2.0
1337.0,21.0,1.0
2579146.0,10.0,3.0
2055074.0,4.5,2.0
2368803.0,12.0,1.0
2631858.0,1.0,1.0
2373869.0,1.0,1.0
28484.0,7.0,1.0
2664686.0,4.0,1.0
2659031.0,1.0,2.0
2535936.0,3.5,2.0
1909010.0,3.3333333333333335,3.0
2663889.0,1.0,2.0
37086.0,8.0,2.0
2670495.0,0.0,1.0
2288887.0,9.0,3.0
84625.0,6.0,1.0
2569307.0,4.0,2.0
2320593.0,4.333333333333333,3.0
1904661.0,5.333333333333333,3.0
2021170.0,9.0,1.0
1299842.0,13.0,1.0
1383921.0,3.0,1.0
2550209.0,1.0,1.0
60184.0,6.0,1.0
2017847.0,4.0,2.0
2505853.0,3.0,1.0
1958864.0,9.333333333333334,3.0
2555580.0,4.0,1.0
2446443.0,5.0,1.0
25159.0,4.25,4.0
2215503.0,6.0,2.0
2443314.0,2.5,2.0
2578523.0,8.0,1.0
2631727.0,6.0,2.0
1515568.0,0.0,2.0
1875357.0,3.0,1.0
10940.0,1.0,1.0
2458442.0,15.0,3.0
2621643.0,2.0,1.0
2411072.0,12.0,1.0
1000894.0,1.0,2.0
8069.0,6.0,1.0
1740605.0,5.0,1.0
2008835.0,15.5,2.0
2630971.0,8.0,1.0
1492163.0,9.0,2.0
2469320.0,6.0,3.0
2665239.0,4.666666666666667,3.0
2245702.0,9.0,1.0
2197093.0,1.3333333333333333,3.0
2099425.0,6.666666666666667,3.0
2683923.0,2.0,1.0
21126.0,0.0,1.0
2404914.0,4.0,1.0
2550818.0,4.0,1.0
1479959.0,7.5,2.0
38805.0,8.0,2.0
2683347.0,0.0,1.0
44264.0,0.0,1.0
1122619.0,1.0,1.0
2326970.0,4.0,1.0
2157189.0,12.0,1.0
2327382.0,6.0,1.0
10399.0,4.0,1.0
2245254.0,8.0,1.0
2042772.0,12.666666666666666,3.0
2129846.0,7.0,2.0
2120075.0,16.0,1.0
2684037.0,2.0,1.0
1574657.0,1.0,1.0
2665240.0,0.0,3.0
2664936.0,0.0,1.0
1998392.0,6.0,1.0
1954041.0,11.0,1.0
2678281.0,5.5,2.0
1802466.0,6.0,1.0
2512025.0,1.0,1.0
2621898.0,5.333333333333333,3.0
2601152.0,6.0,1.0
12690.0,15.0,1.0
2064460.0,4.5,2.0
2658519.0,7.0,1.0
2488598.0,16.0,2.0
2108163.0,10.0,1.0
2543316.0,3.0,2.0
1382022.0,4.5,2.0
66197.0,9.0,1.0
1932046.0,7.0,1.0
1246771.0,2.0,3.0
2283297.0,15.5,2.0
2405948.0,3.0,1.0
2671731.0,6.5,2.0
2583939.0,0.0,1.0
2492535.0,0.0,1.0
2671438.0,3.0,2.0
2615723.0,5.0,1.0
2622213.0,5.0,2.0
78579.0,12.0,1.0
2231682.0,0.0,1.0
2398661.0,2.0,1.0
39978.0,5.666666666666667,3.0
1980306.0,1.5,2.0
2384973.0,1.5,2.0
2663706.0,2.0,3.0
1647713.0,2.5,2.0
2652665.0,3.6666666666666665,3.0
2470418.0,18.75,4.0
10947.0,7.75,4.0
2646104.0,3.0,3.0
1471047.0,5.0,1.0
2569252.0,17.5,2.0
23619.0,9.0,1.0
2074594.0,10.0,1.0
2373905.0,10.666666666666666,3.0
2452439.0,4.6,5.0
2333586.0,0.0,1.0
2354522.0,15.0,1.0
1766064.0,4.0,1.0
2683750.0,2.0,2.0
1800376.0,9.5,2.0
2570059.0,6.0,1.0
2288846.0,16.5,2.0
1741697.0,0.0,1.0
2309274.0,0.0,1.0
2021552.0,2.0,2.0
1991275.0,4.5,2.0
2595999.0,0.0,1.0
1596802.0,10.0,1.0
2469556.0,6.0,1.0
2677522.0,0.5,2.0
79354.0,0.25,4.0
2303621.0,6.0,1.0
2659113.0,4.666666666666667,3.0
2423280.0,2.0,1.0
64722.0,4.5,2.0
2670820.0,0.0,2.0
2432567.0,18.5,2.0
1446770.0,13.0,1.0
2670630.0,4.0,3.0
2152343.0,10.5,2.0
2261756.0,12.0,1.0
2374778.0,3.0,1.0
2517730.0,6.0,1.0
2321003.0,4.0,1.0
2637101.0,5.0,1.0
2511248.0,11.0,2.0
2548699.0,7.0,1.0
2068996.0,9.0,2.0
2677704.0,0.0,1.0
2627034.0,0.5,2.0
2511889.0,1.0,1.0
2677831.0,4.666666666666667,3.0
2205217.0,5.0,1.0
1869443.0,7.5,4.0
1096355.0,11.0,2.0
1908435.0,13.0,1.0
2542078.0,3.0,1.0
2677521.0,0.5,2.0
2368744.0,4.0,1.0
2616846.0,10.5,2.0
2084342.0,6.0,1.0
2511373.0,0.0,1.0
2385220.0,4.0,1.0
2677821.0,0.0,1.0
1845491.0,5.0,1.0
2469898.0,11.0,1.0
2483466.0,6.0,1.0
2293438.0,3.0,2.0
2528798.0,0.0,1.0
2664615.0,0.0,2.0
2658415.0,3.25,4.0
2677861.0,0.0,1.0
2671515.0,5.0,1.0
2677233.0,1.0,1.0
2670333.0,2.0,1.0
2517790.0,4.5,2.0
2523040.0,4.5,2.0
2511010.0,17.0,1.0
2617175.0,2.0,1.0
1768967.0,9.0,1.0
14627.0,2.0,1.0
2677840.0,0.0,2.0
2563425.0,5.0,1.0
2536487.0,4.0,1.0
2373706.0,6.5,2.0
2215864.0,4.0,1.0
1069820.0,10.5,2.0
34212.0,4.0,1.0
2602073.0,1.0,1.0
2405952.0,5.0,2.0
2583989.0,6.0,1.0
2411560.0,8.666666666666666,3.0
2617177.0,0.5,2.0
2588770.0,8.333333333333334,3.0
2626414.0,2.0,1.0
2671516.0,0.0,1.0
2216060.0,2.0,1.0
2677820.0,1.0,1.0
2304183.0,6.0,2.0
2542080.0,3.0,1.0
2671128.0,0.0,1.0
2423189.0,4.0,1.0
2397771.0,9.333333333333334,3.0
2492861.0,5.0,1.0
68637.0,17.0,3.0
2288717.0,7.0,1.0
2094585.0,4.0,3.0
42878.0,2.0,1.0
2308213.0,6.0,2.0
2232840.0,7.0,1.0
2163775.0,11.0,2.0
2064928.0,0.0,1.0
78836.0,7.5,2.0
1270938.0,4.0,1.0
2350089.0,11.0,1.0
2483564.0,2.5,2.0
2231591.0,1.0,1.0
2551616.0,4.5,2.0
2262449.0,5.0,1.0
1379731.0,7.333333333333333,3.0
2623066.0,0.0,1.0
2683508.0,6.0,1.0
2659107.0,0.0,1.0
2384884.0,7.0,2.0
2215759.0,3.0,1.0
25368.0,9.5,2.0
1840645.0,5.0,1.0
83340.0,8.0,1.0
1846465.0,17.0,1.0
2665402.0,2.0,1.0
2484004.0,0.0,1.0
1904141.0,3.0,2.0
2350124.0,0.0,1.0
29989.0,14.0,2.0
2205620.0,0.0,1.0
2616189.0,3.0,1.0
2392096.0,8.0,1.0
2447259.0,3.0,1.0
2652928.0,0.6666666666666666,3.0
51858.0,0.0,2.0
2124427.0,2.0,4.0
71931.0,3.3333333333333335,3.0
2564457.0,14.0,1.0
2443147.0,11.0,2.0
2350090.0,0.0,1.0
2601001.0,9.0,1.0
2189389.0,15.0,1.0
1225507.0,17.0,1.0
2616624.0,0.0,1.0
2418748.0,0.0,1.0
2664796.0,0.0,2.0
2495844.0,14.0,1.0
2216934.0,0.0,1.0
2451874.0,20.333333333333332,3.0
2677421.0,0.0,2.0
1800742.0,5.0,1.0
2130250.0,5.0,1.0
13440.0,2.5,2.0
2469264.0,11.0,1.0
2683555.0,0.0,1.0
2677173.0,1.5,2.0
2589271.0,0.0,1.0
1553.0,9.0,2.0
2202156.0,8.0,1.0
2202890.0,3.0,1.0
2683255.0,1.0,2.0
2437391.0,3.3333333333333335,3.0
2163238.0,2.0,1.0
1817156.0,2.0,2.0
2307811.0,4.75,4.0
2069749.0,12.0,2.0
2342341.0,3.0,1.0
2683276.0,0.0,1.0
1991027.0,2.0,1.0
2263855.0,10.5,2.0
2476209.0,5.5,2.0
2433076.0,12.0,1.0
2262709.0,2.0,1.0
1489064.0,7.666666666666667,3.0
2384976.0,1.0,1.0
2269677.0,10.5,2.0
2424089.0,3.0,1.0
1277068.0,1.0,1.0
2636528.0,0.0,1.0
2659159.0,11.0,1.0
2021084.0,0.0,1.0
2677378.0,7.0,2.0
2215633.0,4.0,2.0
2298795.0,3.0,1.0
23043.0,1.6666666666666667,3.0
1621205.0,7.0,1.0
2363903.0,7.0,2.0
36690.0,2.5,2.0
2359404.0,0.0,1.0
2637117.0,2.5,2.0
2677974.0,3.5,2.0
2683434.0,0.5,2.0
2309205.0,3.25,4.0
2522033.0,0.0,1.0
2683660.0,1.0,2.0
2102660.0,2.0,1.0
2564393.0,3.2,5.0
2438111.0,18.0,1.0
2671889.0,1.6666666666666667,3.0
2522260.0,9.0,2.0
2470443.0,2.5,4.0
2665230.0,2.0,1.0
2153034.0,12.0,1.0
2215992.0,4.0,1.0
2570038.0,0.0,1.0
2600836.0,12.0,1.0
1819196.0,3.0,1.0
2354915.0,1.0,1.0
1677471.0,13.0,2.0
71458.0,3.5,2.0
2279389.0,3.5,2.0
2671063.0,0.0,1.0
2501165.0,2.5,2.0
41530.0,1.0,2.0
2298574.0,9.0,1.0
2283942.0,11.0,1.0
2626543.0,0.0,1.0
2677379.0,0.0,1.0
2517264.0,5.0,2.0
2608716.0,0.0,1.0
2636946.0,0.0,1.0
2657796.0,6.25,4.0
2616836.0,3.0,1.0
2069431.0,4.666666666666667,3.0
15125.0,8.666666666666666,3.0
2374636.0,1.0,1.0
2583488.0,1.5,2.0
2492444.0,2.6666666666666665,3.0
2198324.0,0.0,1.0
18578.0,7.0,2.0
2215572.0,4.5,2.0
2216862.0,2.0,1.0
2916086.0,0.0,1.0
2163665.0,1.0,1.0
1479950.0,7.5,2.0
73985.0,7.0,1.0
1243021.0,2.5,2.0
1909350.0,5.0,1.0
1772290.0,3.0,1.0
2677133.0,3.0,2.0
2363260.0,3.0,3.0
2560167.0,5.0,3.0
2354949.0,2.0,1.0
1197306.0,0.5,4.0
18365.0,2.0,1.0
2683374.0,0.0,1.0
2354772.0,6.0,4.0
18271.0,8.5,2.0
2204252.0,3.0,1.0
2109986.0,5.0,1.0
2534921.0,2.0,1.0
2589927.0,5.5,2.0
8600.0,3.3333333333333335,3.0
2600445.0,1.5,2.0
2397858.0,2.0,2.0
2397760.0,0.0,1.0
2163282.0,6.0,1.0
2432907.0,9.666666666666666,3.0
2621282.0,4.0,2.0
2404416.0,4.5,2.0
2578279.0,0.0,1.0
2298199.0,0.0,1.0
1192909.0,1.0,2.0
2374443.0,12.5,2.0
70402.0,10.0,1.0
2261715.0,0.0,1.0
2042872.0,9.0,2.0
2319925.0,5.0,3.0
2637315.0,2.0,1.0
2215969.0,3.0,2.0
2379836.0,1.0,1.0
1271831.0,2.25,4.0
2398224.0,5.5,2.0
2664549.0,0.0,1.0
1798522.0,0.0,1.0
2215899.0,1.0,1.0
2671764.0,3.0,1.0
2641454.0,4.0,1.0
1380.0,12.0,1.0
32111.0,8.0,1.0
1516927.0,3.5,2.0
2641455.0,0.0,1.0
1445472.0,10.0,1.0
2670764.0,0.0,1.0
2677729.0,1.0,1.0
2326923.0,0.0,1.0
2216104.0,3.0,3.0
49081.0,4.5,2.0
2617464.0,1.0,1.0
2536548.0,0.0,2.0
1822716.0,5.0,1.0
2560129.0,0.0,2.0
46817.0,11.0,1.0
2084407.0,6.0,1.0
3846.0,2.0,1.0
2307762.0,8.0,1.0
2464567.0,2.0,1.0
2205081.0,4.0,2.0
2683321.0,0.0,1.0
2488190.0,7.0,1.0
2437716.0,2.5,2.0
2202944.0,3.5,2.0
2671284.0,3.0,1.0
2442846.0,1.0,1.0
2083897.0,4.5,2.0
2219945.0,9.666666666666666,3.0
2049272.0,7.0,2.0
2262950.0,6.5,2.0
2595743.0,7.5,2.0
2678031.0,6.5,2.0
2549484.0,0.0,1.0
2652767.0,10.5,2.0
1224303.0,5.0,1.0
1969527.0,8.5,2.0
2293205.0,6.0,2.0
1677413.0,4.0,1.0
2683526.0,3.0,1.0
2133766.0,4.0,1.0
2469903.0,4.5,2.0
2664869.0,0.0,2.0
2601849.0,11.0,1.0
2240730.0,5.666666666666667,3.0
2636891.0,0.0,1.0
2627213.0,0.0,2.0
2423474.0,5.0,2.0
2529837.0,0.0,1.0
2078772.0,9.5,2.0
1883279.0,5.0,1.0
1697494.0,1.0,1.0
2678283.0,1.0,1.0
2431697.0,4.0,1.0
2570001.0,5.5,2.0
2652768.0,0.0,2.0
50551.0,10.0,3.0
2398070.0,9.0,1.0
2218620.0,0.0,1.0
1821381.0,10.666666666666666,3.0
2002822.0,11.0,2.0
1334504.0,9.0,1.0
2574667.0,13.0,1.0
1915777.0,4.5,2.0
2522811.0,7.0,1.0
2451826.0,1.0,1.0
2074313.0,2.5,2.0
1118873.0,6.5,2.0
1845193.0,7.0,2.0
1874133.0,16.0,1.0
2631080.0,3.25,4.0
2658824.0,3.0,2.0
2600757.0,2.0,2.0
1679820.0,3.6666666666666665,3.0
2487933.0,1.5,2.0
2493002.0,12.0,1.0
2511190.0,11.0,1.0
1954648.0,6.0,1.0
2289520.0,4.0,1.0
1300963.0,8.0,2.0
2137239.0,9.666666666666666,3.0
1647385.0,2.0,1.0
2671667.0,0.3333333333333333,3.0
1916219.0,2.0,1.0
1772039.0,7.5,2.0
2221638.0,10.0,1.0
2652587.0,0.0,2.0
2671860.0,0.0,1.0
2378898.0,0.0,1.0
2653305.0,0.0,1.0
2008409.0,9.0,2.0
2665023.0,10.5,2.0
2534901.0,2.0,1.0
2320019.0,3.0,1.0
2184394.0,1.5,2.0
53791.0,4.666666666666667,3.0
2615560.0,0.0,1.0
2677900.0,3.0,1.0
2653304.0,8.0,1.0
2609051.0,11.0,2.0
2630731.0,12.0,1.0
2658608.0,0.0,1.0
2391457.0,7.0,3.0
2657736.0,0.0,1.0
2517534.0,2.0,2.0
2670854.0,0.0,2.0
2517531.0,0.0,1.0
2683305.0,0.0,1.0
1985536.0,4.0,3.0
2632186.0,9.0,1.0
1273261.0,7.0,1.0
2678193.0,6.0,1.0
2579274.0,7.0,1.0
2657735.0,0.0,1.0
2475823.0,6.333333333333333,3.0
2671384.0,6.0,1.0
2671361.0,5.0,1.0
1898214.0,4.0,2.0
2368513.0,2.0,1.0
2476528.0,6.0,1.0
2385108.0,0.0,1.0
2658606.0,1.0,1.0
2511774.0,3.0,1.0
2594606.0,8.0,6.0
2299098.0,3.5,2.0
2476471.0,3.0,1.0
2664795.0,8.0,1.0
2443125.0,2.0,1.0
2658609.0,0.0,1.0
2385216.0,4.0,1.0
2678274.0,1.5,2.0
2084433.0,1.0,1.0
2021764.0,3.0,1.0
2164105.0,18.0,1.0
1196442.0,2.0,3.0
2677617.0,0.0,2.0
2535598.0,3.0,1.0
2595642.0,0.0,1.0
2398985.0,6.0,2.0
2665024.0,0.0,2.0
2555774.0,6.0,2.0
2215980.0,5.0,1.0
2328308.0,2.0,1.0
1574000.0,0.0,1.0
1649568.0,3.0,1.0
37621.0,8.0,1.0
2678196.0,4.0,1.0
18698.0,2.0,1.0
2647299.0,0.0,2.0
2535330.0,13.333333333333334,6.0
1574002.0,6.0,1.0
2064310.0,0.0,1.0
2204276.0,0.0,1.0
2184104.0,4.0,2.0
2179179.0,16.0,1.0
2677835.0,0.0,1.0
2658249.0,0.0,2.0
2616872.0,3.5,4.0
2511087.0,1.3333333333333333,3.0
2185442.0,3.0,1.0
39365.0,8.0,1.0
2452080.0,11.0,1.0
2078712.0,0.0,1.0
2583309.0,4.0,1.0
8741.0,8.0,2.0
2368584.0,0.0,1.0
1963679.0,13.666666666666666,3.0
1120541.0,0.0,1.0
2314109.0,5.0,1.0
1574001.0,5.0,1.0
2664859.0,0.0,1.0
2600682.0,19.0,2.0
15790.0,0.0,1.0
2349545.0,7.0,1.0
2647298.0,1.5,2.0
2542419.0,0.0,1.0
1515745.0,3.0,2.0
1372.0,3.5,2.0
2678115.0,2.0,1.0
2652742.0,0.0,2.0
2218.0,8.0,1.0
2245828.0,2.0,1.0
2423223.0,9.0,1.0
75380.0,2.0,1.0
2631290.0,1.6666666666666667,3.0
2215509.0,0.0,1.0
2574761.0,0.0,1.0
2621537.0,2.0,1.0
2623009.0,0.0,1.0
2589996.0,4.0,2.0
2657826.0,5.0,3.0
2621536.0,2.0,1.0
1821706.0,3.0,2.0
2616615.0,5.0,1.0
2432878.0,2.3333333333333335,3.0
2060545.0,3.75,4.0
2060250.0,0.0,1.0
2670313.0,0.0,1.0
2622405.0,9.0,1.0
2109080.0,8.0,1.0
1868619.0,16.0,2.0
1898075.0,2.0,3.0
12766.0,0.0,1.0
2583647.0,0.0,2.0
2658005.0,6.0,1.0
2652744.0,0.0,1.0
2390678.0,11.5,2.0
2578438.0,0.0,1.0
2304548.0,10.0,2.0
2617025.0,2.0,1.0
2141409.0,10.333333333333334,3.0
2652745.0,0.0,1.0
1739121.0,0.0,1.0
2658006.0,0.0,1.0
2677925.0,1.0,2.0
2216017.0,11.5,2.0
2017764.0,11.0,1.0
2359949.0,10.0,1.0
2433019.0,1.6666666666666667,3.0
44026.0,6.0,1.0
2671495.0,2.0,3.0
1304489.0,4.5,2.0
2578439.0,3.0,1.0
2551389.0,4.0,2.0
2583646.0,15.5,2.0
34243.0,2.0,1.0
1337815.0,7.0,1.0
2623008.0,6.0,1.0
2676963.0,1.0,1.0
37844.0,2.0,1.0
2677644.0,1.0,1.0
1488177.0,10.0,2.0
1843726.0,0.0,1.0
2642344.0,1.0,2.0
2088498.0,9.0,1.0
2063.0,6.333333333333333,3.0
2647808.0,4.5,2.0
1351624.0,10.0,1.0
34777.0,4.5,2.0
59789.0,15.0,1.0
2298254.0,8.0,2.0
2665396.0,0.0,2.0
2428021.0,0.0,1.0
2678204.0,4.0,1.0
1225256.0,5.5,2.0
1696430.0,3.0,2.0
2215957.0,1.0,1.0
1981781.0,0.0,1.0
2411780.0,4.0,2.0
83462.0,13.0,1.0
1905245.0,8.0,2.0
2216081.0,5.5,2.0
1998619.0,2.5,2.0
2348754.0,1.5,2.0
39117.0,4.0,1.0
2657752.0,7.5,2.0
2483096.0,0.0,1.0
12125.0,0.0,1.0
2483187.0,3.0,1.0
2263375.0,0.0,1.0
45189.0,1.75,4.0
2665395.0,0.0,2.0
2215611.0,9.0,1.0
2506141.0,0.0,1.0
2069755.0,2.3333333333333335,3.0
2137377.0,11.0,1.0
2398351.0,17.5,2.0
1473589.0,5.0,1.0
1649172.0,5.0,1.0
2671520.0,5.333333333333333,3.0
2536038.0,3.0,1.0
2676951.0,11.0,1.0
14897.0,7.5,2.0
2583325.0,3.5,2.0
2516920.0,1.3333333333333333,3.0
2215632.0,1.0,1.0
2121306.0,7.0,1.0
40974.0,2.5,2.0
1352997.0,4.0,2.0
1478885.0,3.6666666666666665,3.0
2653276.0,7.0,2.0
2216026.0,1.0,1.0
1334960.0,11.5,2.0
2220015.0,4.0,1.0
2074427.0,4.0,1.0
21547.0,15.0,2.0
2609644.0,0.0,1.0
2665394.0,0.0,2.0
2665375.0,0.0,1.0
2678078.0,1.0,1.0
2319798.0,0.0,1.0
2615661.0,2.0,1.0
17340.0,9.0,2.0
83774.0,0.0,1.0
2528957.0,5.0,2.0
2279520.0,7.0,2.0
2298648.0,2.0,2.0
2565166.0,5.0,1.0
2522268.0,5.0,1.0
1968755.0,1.0,1.0
2451522.0,9.0,3.0
2677687.0,7.0,1.0
2202317.0,3.0,2.0
2622153.0,8.0,1.0
2261728.0,2.0,1.0
2608891.0,3.0,1.0
2452240.0,2.0,2.0
2523540.0,4.333333333333333,3.0
2615662.0,0.0,1.0
1042664.0,9.0,3.0
2476990.0,11.0,1.0
2664776.0,8.0,2.0
2631798.0,1.0,2.0
2299448.0,2.0,1.0
2608325.0,5.0,1.0
2397077.0,15.0,1.0
2677784.0,3.0,1.0
25252.0,11.0,1.0
2487937.0,3.0,1.0
2477008.0,0.0,3.0
11854.0,0.0,1.0
41906.0,3.0,3.0
2446366.0,1.0,1.0
2589611.0,5.0,1.0
1443887.0,0.5,2.0
2428063.0,5.0,1.0
2664777.0,0.0,2.0
1143865.0,4.0,1.0
2632095.0,0.0,1.0
2647864.0,0.0,1.0
2215661.0,3.0,1.0
2216103.0,2.0,1.0
50295.0,3.3333333333333335,3.0
2037056.0,2.8,5.0
2608326.0,4.0,1.0
2487935.0,4.0,1.0
1332360.0,4.0,1.0
2601664.0,0.0,1.0
3845696.0,0.0,1.0
2278775.0,11.0,1.0
2423478.0,12.0,1.0
2437297.0,6.0,2.0
24227.0,3.0,1.0
1963864.0,0.0,1.0
2487934.0,5.0,1.0
2609093.0,7.0,1.0
3742.0,2.5,2.0
2677654.0,3.5,2.0
2021688.0,9.0,2.0
2263714.0,4.25,4.0
2197036.0,4.0,1.0
2009262.0,7.0,1.0
2114917.0,1.0,1.0
2670805.0,8.5,2.0
2167555.0,7.5,2.0
2529105.0,0.0,3.0
1975876.0,1.0,1.0
